,Player,FPTS,Team,Pos
0,Lamar Jackson,421.7,BAL,QB
1,Dak Prescott,348.9,DAL,QB
2,Jameis Winston,335.2,NO,QB
3,Russell Wilson,333.5,SEA,QB
4,Deshaun Watson,333.0,HOU,QB
5,Josh Allen,297.5,BUF,QB
6,Kyler Murray,297.3,ARI,QB
7,Patrick Mahomes,291.9,KC,QB
8,Carson Wentz,282.9,IND,QB
9,Aaron Rodgers,282.3,GB,QB
10,Matt Ryan,281.4,ATL,QB
11,Tom Brady,271.6,TB,QB
12,Jared Goff,263.5,DET,QB
13,Jimmy Garoppolo,260.2,SF,QB
14,Philip Rivers,255.5,FA,QB
15,Ryan Fitzpatrick,254.7,WAS,QB
16,Derek Carr,252.5,LV,QB
17,Kirk Cousins,250.4,MIN,QB
18,Baker Mayfield,250.3,CLE,QB
19,Gardner Minshew,235.3,PHI,QB
20,Ryan Tannehill,230.2,TEN,QB
21,Drew Brees,228.8,FA,QB
22,Daniel Jones,226.9,NYG,QB
24,Andy Dalton,217.5,CHI,QB
26,Sam Darnold,202.1,CAR,QB
28,Matthew Stafford,171.5,LAR,QB
31,Taysom Hill,102.2,NO,QB
32,Teddy Bridgewater,92.5,DEN,QB
40,Eli Manning,59.3,FA,QB
51,Cam Newton,17.7,CAR,QB
52,Ben Roethlisberger,13.7,PIT,QB
56,Tyrod Taylor,6.0,HOU,QB
63,Trevor Siemian,0.1,NO,QB
74,Trey Lance,0.0,SF,QB
75,Mac Jones,0.0,NE,QB
80,Justin Herbert,0.0,LAC,QB
87,Justin Fields,0.0,CHI,QB
88,Trevor Lawrence,0.0,JAC,QB
97,Jalen Hurts,0.0,PHI,QB
98,Jordan Love,0.0,GB,QB
101,Tua Tagovailoa,0.0,MIA,QB
102,Joe Burrow,0.0,CIN,QB
105,Zach Wilson,0.0,NYJ,QB
106,Davis Mills,0.0,HOU,QB
115,Andrew Luck,0.0,FA,QB
133,Alex Smith,0.0,FA,QB
143,Taylor Heinicke,0.0,WAS,QB
0,Christian McCaffrey,471.2,CAR,RB
1,Aaron Jones,314.8,GB,RB
2,Ezekiel Elliott,311.7,DAL,RB
3,Austin Ekeler,309.0,LAC,RB
4,Derrick Henry,294.6,TEN,RB
5,Dalvin Cook,292.4,MIN,RB
6,Leonard Fournette,259.4,TB,RB
7,Nick Chubb,255.2,CLE,RB
8,Alvin Kamara,248.5,NO,RB
9,Saquon Barkley,244.1,NYG,RB
10,Mark Ingram,242.5,NO,RB
11,Chris Carson,232.6,SEA,RB
12,Joe Mixon,225.4,CIN,RB
14,Miles Sanders,218.7,PHI,RB
15,Le'Veon Bell,215.0,FA,RB
16,Kenyan Drake,214.2,LV,RB
17,James White,200.2,NE,RB
18,Phillip Lindsay,197.7,MIA,RB
19,Devonta Freeman,197.6,BAL,RB
20,Josh Jacobs,191.6,LV,RB
21,Marlon Mack,181.3,IND,RB
22,Melvin Gordon,180.8,DEN,RB
23,David Montgomery,170.4,CHI,RB
24,Ronald Jones,166.3,TB,RB
25,Raheem Mostert,165.2,SF,RB
26,Tarik Cohen,163.9,CHI,RB
27,Latavius Murray,157.2,BAL,RB
29,Carlos Hyde,153.2,JAC,RB
30,Sony Michel,152.6,LAR,RB
31,Devin Singletary,147.9,BUF,RB
32,Adrian Peterson,147.0,SEA,RB
33,Jamaal Williams,146.3,DET,RB
34,James Conner,145.5,ARI,RB
36,David Johnson,141.5,HOU,RB
37,Damien Williams,141.1,CHI,RB
38,Tevin Coleman,135.4,NYJ,RB
39,DeAndre Washington,121.9,FA,RB
40,LeSean McCoy,118.6,FA,RB
41,Nyheim Hines,117.9,IND,RB
43,Jordan Howard,111.4,PHI,RB
45,Matt Breida,103.3,BUF,RB
46,Kareem Hunt,101.4,CLE,RB
47,Rex Burkhead,101.1,HOU,RB
48,Boston Scott,96.9,PHI,RB
49,Frank Gore,94.9,FA,RB
51,Gus Edwards,92.6,BAL,RB
52,Tony Pollard,89.2,DAL,RB
54,JD McKissic,83.8,WAS,RB
55,Chase Edmonds,82.8,ARI,RB
57,Rashaad Penny,75.3,SEA,RB
59,Alexander Mattison,68.4,MIN,RB
60,Giovani Bernard,68.4,TB,RB
62,Darrel Williams,67.8,KC,RB
64,Dion Lewis,66.3,FA,RB
65,Ty Johnson,60.2,NYJ,RB
66,Malcolm Brown,59.1,MIA,RB
68,Derrius Guice,57.4,FA,RB
72,Brandon Bolden,50.9,NE,RB
74,Mike Boone,50.0,DEN,RB
76,Wayne Gallman,48.2,FA,RB
77,Jeff Wilson,46.9,SF,RB
79,Mark Walton,42.0,FA,RB
81,Ameer Abdullah,39.3,CAR,RB
82,Dontrell Hilliard,38.1,TEN,RB
88,Myles Gaskin,31.4,MIA,RB
89,Justin Jackson,31.2,LAC,RB
96,Darrell Henderson,22.4,LAR,RB
103,D'Ernest Johnson,15.2,CLE,RB
107,Devontae Booker,12.6,NYG,RB
109,Mike Davis,11.9,ATL,RB
131,Jay Ajayi,3.0,FA,RB
135,Samaje Perine,1.6,CIN,RB
138,Damien Harris,1.2,NE,RB
150,JK Dobbins,0.0,BAL,RB
151,Zack Moss,0.0,BUF,RB
152,Cam Akers,0.0,LAR,RB
153,Jonathan Taylor,0.0,IND,RB
154,Travis Etienne,0.0,JAC,RB
155,D'Andre Swift,0.0,DET,RB
156,Derrick Gore,0.0,KC,RB
157,Najee Harris,0.0,PIT,RB
163,Trey Sermon,0.0,SF,RB
166,Clyde Edwards-Helaire,0.0,KC,RB
169,Eno Benjamin,0.0,ARI,RB
170,AJ Dillon,0.0,GB,RB
177,Austin Walter,0.0,NYJ,RB
179,Chuba Hubbard,0.0,CAR,RB
188,Jermar Jefferson,0.0,DET,RB
196,Salvon Ahmed,0.0,MIA,RB
198,Tony Jones,0.0,NO,RB
202,Ty'Son Williams,0.0,BAL,RB
204,James Robinson,0.0,JAC,RB
205,JaMycal Hasty,0.0,SF,RB
206,Antonio Gibson,0.0,WAS,RB
210,DeeJay Dallas,0.0,SEA,RB
217,Kenneth Gainwell,0.0,PHI,RB
222,Godwin Igwebuike,0.0,DET,RB
238,Kene Nwangwu,0.0,MIN,RB
242,Elijah Mitchell,0.0,SF,RB
244,Khalil Herbert,0.0,CHI,RB
246,Javonte Williams,0.0,DEN,RB
247,Michael Carter,0.0,NYJ,RB
248,Rhamondre Stevenson,0.0,NE,RB
252,Jaret Patterson,0.0,WAS,RB
271,Cordarrelle Patterson,0.0,ATL,RB
286,Alex Collins,0.0,SEA,RB
298,D'Onta Foreman,0.0,TEN,RB
301,Jeremy McNichols,0.0,TEN,RB
0,Michael Thomas,374.6,NO,WR
1,Chris Godwin,276.1,TB,WR
2,Julio Jones,274.1,TEN,WR
3,Cooper Kupp,270.5,LAR,WR
4,DeAndre Hopkins,269.5,ARI,WR
5,Keenan Allen,261.5,LAC,WR
6,Julian Edelman,256.3,FA,WR
7,Allen Robinson,254.9,CHI,WR
8,Kenny Golladay,248.0,NYG,WR
9,Amari Cooper,246.5,DAL,WR
10,DeVante Parker,246.2,MIA,WR
11,Jarvis Landry,237.4,CLE,WR
12,Tyler Lockett,235.2,SEA,WR
13,Robert Woods,232.9,LAR,WR
14,Mike Evans,232.7,TB,WR
15,DJ Moore,230.5,CAR,WR
16,DJ Chark,225.8,JAC,WR
17,Tyler Boyd,222.9,CIN,WR
18,Courtland Sutton,222.4,DEN,WR
19,John Brown,219.8,FA,WR
20,AJ Brown,217.1,TEN,WR
21,Michael Gallup,212.7,DAL,WR
22,Davante Adams,212.7,GB,WR
23,Stefon Diggs,212.1,BUF,WR
24,Odell Beckham,201.3,LAR,WR
25,Jamison Crowder,197.7,NYJ,WR
26,Calvin Ridley,197.0,ATL,WR
27,Marvin Jones,193.9,JAC,WR
28,Terry McLaurin,191.9,WAS,WR
29,Emmanuel Sanders,190.3,BUF,WR
30,Deebo Samuel,189.1,SF,WR
31,Tyreek Hill,188.3,KC,WR
32,DK Metcalf,187.1,SEA,WR
33,Cole Beasley,184.8,BUF,WR
35,Curtis Samuel,171.7,WAS,WR
36,Darius Slayton,170.0,NYG,WR
37,Christian Kirk,168.2,ARI,WR
38,Diontae Johnson,163.1,PIT,WR
39,Robby Anderson,162.3,CAR,WR
40,Mike Williams,161.3,LAC,WR
43,Randall Cobb,154.9,GB,WR
45,Marquise Brown,146.4,BAL,WR
46,Tyrell Williams,143.1,FA,WR
47,Sterling Shepard,141.8,NYG,WR
49,Sammy Watkins,138.5,BAL,WR
51,Zach Pascal,135.3,IND,WR
52,Will Fuller,134.0,MIA,WR
53,Hunter Renfrow,133.5,LV,WR
56,TY Hilton,125.1,IND,WR
60,Mecole Hardman,119.5,KC,WR
61,Brandin Cooks,117.5,HOU,WR
62,Corey Davis,115.1,NYJ,WR
63,Adam Thielen,114.4,MIN,WR
64,JuJu Smith-Schuster,113.2,PIT,WR
66,Allen Lazard,102.8,GB,WR
70,Russell Gage,98.8,ATL,WR
71,Kendrick Bourne,97.8,NE,WR
75,Nelson Agholor,94.0,NE,WR
82,Marquez Valdes-Scantling,84.1,GB,WR
84,Tajae Sharpe,81.9,ATL,WR
88,Josh Gordon,74.7,KC,WR
90,Tre'Quan Smith,71.4,NO,WR
96,Jakobi Meyers,61.9,NE,WR
97,Josh Reynolds,61.9,DET,WR
107,Zay Jones,48.9,LV,WR
124,Parris Campbell,38.1,IND,WR
127,Tim Patrick,37.8,DEN,WR
128,DeSean Jackson,36.9,LV,WR
129,Cordarrelle Patterson,35.6,ATL,WR
137,Kalif Raymond,29.5,DET,WR
140,DeAndre Carter,25.2,WAS,WR
150,Antonio Brown,16.1,TB,WR
151,Deonte Harris,15.5,NO,WR
165,Cedrick Wilson,9.6,DAL,WR
211,Darnell Mooney,0.0,CHI,WR
214,Amon-Ra St,0.0,DET,WR
215,Rondale Moore,0.0,ARI,WR
217,Rashod Bateman,0.0,BAL,WR
218,Jaylen Waddle,0.0,MIA,WR
219,Ja'Marr Chase,0.0,CIN,WR
224,Nick Westbrook-Ikhine,0.0,TEN,WR
239,Jalen Guyton,0.0,LAC,WR
240,Michael Pittman,0.0,IND,WR
243,Gabriel Davis,0.0,BUF,WR
245,Van Jefferson,0.0,LAR,WR
247,Jerry Jeudy,0.0,DEN,WR
248,Marquez Callaway,0.0,NO,WR
250,Devin Duvernay,0.0,BAL,WR
255,Brandon Aiyuk,0.0,SF,WR
257,CeeDee Lamb,0.0,DAL,WR
259,Justin Jefferson,0.0,MIN,WR
260,DeVonta Smith,0.0,PHI,WR
261,Laviska Shenault,0.0,JAC,WR
262,Jalen Reagor,0.0,PHI,WR
263,Tee Higgins,0.0,CIN,WR
267,KJ Osborn,0.0,MIN,WR
271,Quez Watkins,0.0,PHI,WR
277,Donovan Peoples-Jones,0.0,CLE,WR
281,Juwan Johnson,0.0,NO,WR
317,Chase Claypool,0.0,PIT,WR
322,Tyler Johnson,0.0,TB,WR
326,Bryan Edwards,0.0,LV,WR
340,Joshua Palmer,0.0,LAC,WR
358,Terrace Marshall,0.0,CAR,WR
376,Elijah Moore,0.0,NYJ,WR
388,Kadarius Toney,0.0,NYG,WR
392,Nico Collins,0.0,HOU,WR
406,AJ Green,0.0,ARI,WR
425,Brandon Marshall,0.0,FA,WR
456,Jamal Agnew,0.0,JAC,WR
0,Travis Kelce,254.3,KC,TE
1,George Kittle,222.5,SF,TE
2,Darren Waller,221.0,LV,TE
3,Zach Ertz,215.6,ARI,TE
4,Mark Andrews,207.2,BAL,TE
5,Austin Hooper,191.7,CLE,TE
6,Jared Cook,167.5,LAC,TE
7,Tyler Higbee,160.4,LAR,TE
8,Hunter Henry,150.2,NE,TE
9,Dallas Goedert,144.7,PHI,TE
11,Mike Gesicki,136.0,MIA,TE
12,Greg Olsen,123.7,FA,TE
14,Jack Doyle,111.8,IND,TE
15,Noah Fant,111.0,DEN,TE
17,Evan Engram,109.4,NYG,TE
19,Jonnu Smith,104.7,NE,TE
23,Cameron Brate,91.1,TB,TE
24,Gerald Everett,89.8,SEA,TE
26,Eric Ebron,86.5,PIT,TE
27,Blake Jarwin,85.5,DAL,TE
28,OJ Howard,83.9,TB,TE
30,TJ Hockenson,80.7,DET,TE
31,Dawson Knox,79.7,BUF,TE
32,Irv Smith,79.1,MIN,TE
37,Foster Moreau,68.4,LV,TE
39,CJ Uzomah,63.2,CIN,TE
40,Ricky Seals-Jones,58.9,WAS,TE
48,Anthony Firkser,40.4,TEN,TE
49,Logan Thomas,39.3,WAS,TE
53,Benjamin Watson,34.3,FA,TE
55,Dan Arnold,32.7,JAC,TE
62,Vernon Davis,28.3,FA,TE
64,Robert Tonyan,26.0,GB,TE
78,Mo Alie-Cox,17.3,IND,TE
84,David Njoku,15.1,CLE,TE
86,Tyler Conklin,13.8,MIN,TE
112,Dalton Schultz,1.6,DAL,TE
120,Adam Trautman,0.0,NO,TE
130,Cole Kmet,0.0,CHI,TE
133,Juwan Johnson,0.0,NO,TE
214,Pat Freiermuth,0.0,PIT,TE
215,Kyle Pitts,0.0,ATL,TE
219,Rob Gronkowski,0.0,TB,TE
224,Jordan Reed,0.0,FA,TE
0,Patriots,236.0,NE,DST
1,Steelers,173.0,PIT,DST
2,49ers,163.0,SF,DST
3,Ravens,154.0,BAL,DST
4,Rams,146.0,LAR,DST
5,Vikings,142.0,MIN,DST
6,Jets,137.0,NYJ,DST
7,Chiefs,136.0,KC,DST
8,Saints,135.0,NO,DST
9,Buccaneers,134.0,TB,DST
10,Titans,131.0,TEN,DST
11,Bills,130.0,BUF,DST
12,Seahawks,118.0,SEA,DST
13,Colts,114.0,IND,DST
14,Eagles,109.0,PHI,DST
15,Packers,108.0,GB,DST
16,Jaguars,99.0,JAC,DST
17,Broncos,99.0,DEN,DST
18,Cowboys,99.0,DAL,DST
19,Bears,96.0,CHI,DST
20,Panthers,91.0,CAR,DST
21,Falcons,90.0,ATL,DST
22,Texans,90.0,HOU,DST
23,Browns,87.0,CLE,DST
24,Team,86.0,WAS,DST
25,Giants,83.0,NYG,DST
26,Chargers,76.0,LAC,DST
27,Raiders,70.0,LV,DST
28,Cardinals,68.0,ARI,DST
29,Lions,66.0,DET,DST
30,Bengals,61.0,CIN,DST
31,Dolphins,44.0,MIA,DST
0,Harrison Butker,166.0,KC,K
1,Wil Lutz,163.0,NO,K
2,Justin Tucker,153.0,BAL,K
3,Matt Gay,145.0,LAR,K
4,Zane Gonzalez,136.0,CAR,K
5,Josh Lambo,134.0,FA,K
6,Matt Prater,133.0,ARI,K
8,Brandon McManus,131.0,DEN,K
9,Joey Slye,130.0,WAS,K
10,Greg Zuerlein,129.0,DAL,K
11,Chris Boswell,126.0,PIT,K
12,Randy Bullock,117.0,TEN,K
13,Jason Myers,117.0,SEA,K
14,Jason Sanders,116.1,MIA,K
15,Robbie Gould,116.0,SF,K
17,Mason Crosby,115.0,GB,K
19,Jake Elliott,109.0,PHI,K
20,Dustin Hopkins,108.0,LAC,K
24,Daniel Carlson,97.0,LV,K
26,Younghoe Koo,93.0,ATL,K
27,Chase McLaughlin,91.0,CLE,K
29,Aldrick Rosas,72.0,DET,K
30,Michael Badgley,64.0,IND,K
31,Nick Folk,60.0,NE,K
32,Kai Forbath,53.0,LAR,K
33,Matt Bryant,48.0,FA,K
37,Cairo Santos,28.0,CHI,K
38,Ryan Succop,27.0,TB,K
40,Greg Joseph,9.0,MIN,K
50,Graham Gano,0.0,NYG,K
52,Evan McPherson,0.0,CIN,K
58,Brian Johnson,0.0,WAS,K
59,Rodrigo Blankenship,0.0,IND,K
61,Tyler Bass,0.0,BUF,K
74,Sebastian Janikowski,0.0,FA,K
78,Michael Palardy,0.0,MIA,K
